stationid,Est: Total,MoE: Total,Est: Total: White alone,MoE: Total: White alone,Est: Total: Black or African American alone,MoE: Total: Black or African American alone,Est: Total: American Indian and Alaska Native alone,MoE: Total: American Indian and Alaska Native alone,Est: Total: Asian alone,MoE: Total: Asian alone,Est: Total: Native Hawaiian and Other Pacific Islander alone,MoE: Total: Native Hawaiian and Other Pacific Islander alone,Est: Total: Some other race alone,MoE: Total: Some other race alone,Est: Total: Two or more races,MoE: Total: Two or more races,Est: Total: Two or more races: Two races including Some other race,MoE: Total: Two or more races: Two races including Some other race,"Est: Total: Two or more races: Two races excluding Some other race, and three or more races","MoE: Total: Two or more races: Two races excluding Some other race, and three or more races",NAME,state,county,tract,Estimate!!Total,Margin of Error!!Total,Estimate!!Total!!Not Hispanic or Latino,Margin of Error!!Total!!Not Hispanic or Latino,Estimate!!Total!!Not Hispanic or Latino!!White alone,Margin of Error!!Total!!Not Hispanic or Latino!!White alone,Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone,Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone,Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!Total!!Not Hispanic or Latino!!Asian alone,Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone,Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Not Hispanic or Latino!!Some other race alone,Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone,Estimate!!Total!!Not Hispanic or Latino!!Two or more races,Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races,Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",Estimate!!Total!!Hispanic or Latino,Margin of Error!!Total!!Hispanic or Latino,Estimate!!Total!!Hispanic or Latino!!White alone,Margin of Error!!Total!!Hispanic or Latino!!White alone,Estimate!!Total!!Hispanic or Latino!!Black or African American alone,Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone,Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone,Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!Total!!Hispanic or Latino!!Asian alone,Margin of Error!!Total!!Hispanic or Latino!!Asian alone,Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Hispanic or Latino!!Some other race alone,Margin of Error!!Total!!Hispanic or Latino!!Some other race alone,Estimate!!Total!!Hispanic or Latino!!Two or more races,Margin of Error!!Total!!Hispanic or Latino!!Two or more races,Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race,Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",Est: Poverty Status Past 12 Months,Est: Poverty Status Past 12 Months (White),Est: Poverty Status Past 12 Months (Black),Est: Poverty Status Past 12 Months (Native American),Est: Poverty Status Past 12 Months (Asian),Est: Poverty Status Past 12 Months (Native Hawiian/Pacific Islander),Est: Poverty Status Past 12 Months (Other),Est: Poverty Status Past 12 Months (Two or more races),Est: Poverty Status Past 12 Months (Non-Hispanic White),Est: Poverty Status Past 12 Months (Hispanic or Latino)
293.0,8757,1075,5135,993,270,274,18,51,2609,821,0,33,494,347,231,174,97,95,134,142,"Census Tract 179, Queens County, New YorkCensus Tract 181.01, Queens County, New YorkCensus Tract 189, Queens County, New York",108,243,54901,8757,1075,5239,975,2418,590,87,77,0,33,2600,822,0,33,10,38,124,136,46,84,78,105,3518,1052,2717,1007,183,257,18,51,9,37,0,33,484,344,107,118,51,74,56,91,1363,806,26,0,400,0,63,68,275,630
294.0,26076,2988,16956,2996,618,518,27,104,5918,1969,0,82,1603,1239,954,678,338,364,616,480,"Census Tract 179, Queens County, New YorkCensus Tract 181.01, Queens County, New YorkCensus Tract 181.02, Queens County, New YorkCensus Tract 183, Queens County, New YorkCensus Tract 185.01, Queens County, New YorkCensus Tract 185.02, Queens County, New YorkCensus Tract 189, Queens County, New York",252,567,128306,26076,2988,17102,2550,10371,2057,298,272,0,82,5861,1944,0,82,39,112,533,439,57,138,476,402,8974,3023,6585,2830,320,391,27,104,57,140,0,82,1564,1233,421,480,281,341,140,228,4239,2434,37,0,1198,0,356,214,1104,1733
295.0,38446,3981,7793,2267,20316,3235,247,407,912,686,11,111,5831,3293,3336,1750,580,686,2756,1631,"Census Tract 227, New York County, New YorkCensus Tract 231, New York County, New YorkCensus Tract 232, New York County, New YorkCensus Tract 234, New York County, New YorkCensus Tract 235.01, New York County, New YorkCensus Tract 235.02, New York County, New YorkCensus Tract 259, New York County, New York",252,427,165303,38446,3981,24855,3269,4752,1642,17808,2870,131,250,912,686,11,111,36,117,1205,912,169,301,1036,818,13591,3732,3041,1711,2508,1764,116,253,0,102,0,102,5795,3289,2131,1468,411,522,1720,1337,11257,1733,5951,86,108,11,2376,992,616,5459
296.0,18536,1722,2816,926,10396,1760,177,232,267,213,0,54,3504,1573,1376,879,282,318,1094,816,"Census Tract 235.01, New York County, New YorkCensus Tract 235.02, New York County, New YorkCensus Tract 239, New York County, New YorkCensus Tract 243.02, New York County, New York",144,244,95205,18536,1722,10849,1547,1188,522,8731,1452,37,92,267,213,0,54,42,84,584,425,15,47,569,425,7687,1735,1628,669,1665,1023,140,220,0,54,0,54,3462,1571,792,717,267,315,525,612,6868,992,3635,27,62,0,1756,396,233,3684
297.0,31768,3150,4866,2026,9994,2866,174,265,514,410,0,76,15206,3220,1014,919,233,244,781,847,"Census Tract 59.02, Bronx County, New YorkCensus Tract 63, Bronx County, New YorkCensus Tract 183.01, Bronx County, New YorkCensus Tract 183.02, Bronx County, New YorkCensus Tract 189, Bronx County, New YorkCensus Tract 195, Bronx County, New York",216,30,87205,31768,3150,9627,2423,831,713,7852,2336,126,221,504,409,0,76,99,144,215,258,20,111,195,242,22141,3339,4035,1816,2142,1574,48,115,10,78,0,76,15107,3226,799,876,213,220,586,789,10719,2202,2996,23,169,0,4980,349,219,7997
298.0,27574,2914,1978,953,22473,2920,73,145,653,598,0,93,1629,1008,768,642,246,288,522,494,"Census Tract 295, Kings County, New YorkCensus Tract 271, Kings County, New YorkCensus Tract 307, Kings County, New YorkCensus Tract 381, Kings County, New YorkCensus Tract 297, Kings County, New YorkCensus Tract 273, Kings County, New YorkCensus Tract 309, Kings County, New YorkCensus Tract 299, Kings County, New York",288,376,243200,27574,2914,24471,2912,1724,879,21554,2900,53,123,613,610,0,93,33,124,494,483,41,127,453,444,3103,1417,254,286,919,757,20,115,40,120,0,93,1596,990,274,290,205,247,69,149,8955,492,7168,20,197,0,780,298,371,1501
299.0,26991,2569,17629,2463,806,578,41,121,5033,1644,42,138,2588,1491,852,591,283,308,569,465,"Census Tract 57, Queens County, New YorkCensus Tract 59, Queens County, New YorkCensus Tract 61, Queens County, New YorkCensus Tract 153, Queens County, New YorkCensus Tract 155, Queens County, New YorkCensus Tract 157, Queens County, New YorkCensus Tract 159, Queens County, New YorkCensus Tract 161, Queens County, New York",288,648,96200,26991,2569,19437,2240,13096,1915,616,484,17,107,5022,1645,42,138,141,178,503,410,89,155,414,370,7554,2208,4533,1827,190,260,24,107,11,98,0,93,2447,1477,349,379,194,268,155,242,4771,2531,159,17,1489,0,331,244,1655,1348
300.0,21558,3015,7029,1996,11607,2649,210,240,823,736,0,66,1505,1010,384,369,68,109,316,344,"Census Tract 291, Kings County, New YorkCensus Tract 395, Kings County, New YorkCensus Tract 421, Kings County, New YorkCensus Tract 387, Kings County, New YorkCensus Tract 393, Kings County, New YorkCensus Tract 289, Kings County, New York",216,282,217600,21558,3015,13136,2537,2502,1008,9605,2327,62,130,823,736,0,66,22,78,122,151,17,70,105,141,8422,2112,4527,1784,2002,1325,148,184,0,66,0,66,1483,1003,262,320,51,101,211,298,5859,2213,2670,13,218,0,625,120,433,3010
301.0,24143,3312,7286,2696,13521,2975,74,155,1249,1086,0,77,1420,1128,593,553,195,251,398,453,"Census Tract 399, Kings County, New YorkCensus Tract 385, Kings County, New YorkCensus Tract 375, Kings County, New YorkCensus Tract 395, Kings County, New YorkCensus Tract 397, Kings County, New YorkCensus Tract 417, Kings County, New YorkCensus Tract 387, Kings County, New York",252,329,275500,24143,3312,15025,2867,2292,1205,11266,2716,62,147,1249,1086,0,77,10,77,146,187,0,77,146,187,9118,2509,4994,2297,2255,1443,12,85,0,77,0,77,1410,1130,447,472,195,251,252,368,7465,2292,3996,13,457,0,560,147,493,3061
302.0,32000,3741,16189,3441,7810,2905,371,468,916,656,0,93,5583,2362,1131,864,393,394,738,767,"Census Tract 423, Kings County, New YorkCensus Tract 391, Kings County, New YorkCensus Tract 419, Kings County, New YorkCensus Tract 395, Kings County, New YorkCensus Tract 421, Kings County, New YorkCensus Tract 425, Kings County, New YorkCensus Tract 393, Kings County, New YorkCensus Tract 429, Kings County, New York",288,376,329600,32000,3741,10878,2433,5169,1505,4335,1839,100,213,908,655,0,93,65,151,301,376,91,208,210,263,21122,3672,11020,3395,3475,2148,271,387,8,94,0,93,5518,2346,830,747,302,337,528,658,9345,4606,1917,178,307,0,2136,201,1035,6810
303.0,38737,4040,19669,4150,7387,2998,283,361,3174,1504,0,108,6888,2596,1336,980,694,641,642,714,"Census Tract 441, Kings County, New YorkCensus Tract 433, Kings County, New YorkCensus Tract 431, Kings County, New YorkCensus Tract 419, Kings County, New YorkCensus Tract 421, Kings County, New YorkCensus Tract 417, Kings County, New YorkCensus Tract 443, Kings County, New YorkCensus Tract 429, Kings County, New York",288,376,343400,38737,4040,11272,2611,4808,1612,2827,1537,116,247,3174,1504,0,108,97,203,250,329,178,297,72,153,27465,4074,14861,3993,4560,2534,167,276,0,108,0,108,6791,2565,1086,906,516,561,570,678,10723,5524,1433,110,727,0,2537,392,1016,8235
304.0,35973,4088,25077,3806,885,770,28,128,6062,2407,0,98,2725,1951,1196,877,315,376,881,741,"Census Tract 61, Queens County, New YorkCensus Tract 63, Queens County, New YorkCensus Tract 65.01, Queens County, New YorkCensus Tract 65.02, Queens County, New YorkCensus Tract 69, Queens County, New YorkCensus Tract 71, Queens County, New YorkCensus Tract 73, Queens County, New YorkCensus Tract 75, Queens County, New York",288,648,54203,35973,4088,26920,3470,19532,3085,561,447,0,98,6008,2404,0,98,196,261,623,527,57,131,566,506,9053,3342,5545,2711,324,462,28,128,54,148,0,98,2529,1908,573,579,258,348,315,363,5756,3400,124,0,1581,0,426,225,2668,1218
305.0,21057,2373,10854,2107,2868,1457,68,115,1175,502,0,65,5091,1953,1001,648,433,353,568,512,"Census Tract 427, Kings County, New YorkCensus Tract 447, Kings County, New YorkCensus Tract 445, Kings County, New YorkCensus Tract 453, Kings County, New YorkCensus Tract 429, Kings County, New York",180,235,220100,21057,2373,7323,1535,3984,881,1804,1120,9,66,1074,462,0,65,150,164,302,329,80,166,222,223,13734,2312,6870,2031,1064,830,59,114,101,188,0,65,4941,1946,699,539,353,305,346,409,6763,2981,1119,59,209,0,2255,140,597,5103
306.0,13811,1541,6877,1269,1788,988,61,90,523,337,0,49,4221,1509,341,257,114,142,227,204,"Census Tract 485, Kings County, New YorkCensus Tract 427, Kings County, New YorkCensus Tract 453, Kings County, New YorkCensus Tract 425, Kings County, New York",144,188,179000,13811,1541,5450,1129,3660,676,1136,741,10,41,479,302,0,49,42,86,123,125,0,49,123,125,8361,1532,3217,1044,652,590,51,98,44,100,0,49,4179,1502,218,222,114,142,104,150,4580,1692,833,0,112,0,1885,58,590,3318
307.0,1058,187,592,154,52,56,0,11,104,52,0,11,297,149,13,20,13,20,0,11,"Census Tract 31, Queens County, New York",36,81,3100,1058,187,401,90,259,60,38,51,0,11,104,52,0,11,0,11,0,11,0,11,0,11,657,188,333,149,14,21,0,11,0,11,0,11,297,149,13,20,13,20,0,11,196,117,16,0,12,0,51,0,32,136
308.0,26435,3484,21723,3286,467,408,44,117,1632,1136,0,82,2189,1743,380,384,55,131,325,347,"Census Tract 462.01, Kings County, New YorkCensus Tract 480, Kings County, New YorkCensus Tract 474, Kings County, New YorkCensus Tract 476, Kings County, New YorkCensus Tract 484, Kings County, New YorkCensus Tract 464, Kings County, New YorkCensus Tract 478, Kings County, New York",252,329,331801,26435,3484,23801,3335,21330,3329,462,407,22,104,1632,1136,0,82,49,150,306,313,0,82,306,313,2634,1764,393,377,5,81,22,95,0,82,0,82,2140,1738,74,145,55,131,19,105,8004,6631,133,31,543,0,439,227,6577,538
309.0,19938,2037,14592,2158,221,225,160,231,2770,875,0,60,1801,1238,394,393,172,272,222,214,"Census Tract 64, Kings County, New YorkCensus Tract 66, Kings County, New YorkCensus Tract 136, Kings County, New YorkCensus Tract 134, Kings County, New YorkCensus Tract 130, Kings County, New York",180,235,53000,19938,2037,16053,2008,12870,1992,174,207,60,121,2770,875,0,60,0,60,179,182,8,63,171,177,3885,1286,1722,854,47,90,100,183,0,60,0,60,1801,1238,215,297,164,262,51,87,2940,2047,47,55,368,0,218,205,1780,682
310.0,19541,1994,11647,2016,390,350,248,322,3776,1110,0,65,2747,1503,733,606,224,301,509,423,"Census Tract 70, Kings County, New YorkCensus Tract 126, Kings County, New YorkCensus Tract 66, Kings County, New YorkCensus Tract 68, Kings County, New YorkCensus Tract 130, Kings County, New York",180,235,46000,19541,1994,14048,1957,9564,1847,344,336,85,169,3762,1108,0,65,13,69,280,251,23,84,257,249,5493,1656,2083,1048,46,92,163,279,14,63,0,65,2734,1504,453,511,201,294,252,277,4612,2528,76,50,1173,0,500,285,2091,1157
311.0,28165,3662,22579,3673,442,397,0,71,2966,1552,0,71,1799,1330,379,442,191,327,188,305,"Census Tract 224, Kings County, New YorkCensus Tract 216, Kings County, New YorkCensus Tract 220, Kings County, New YorkCensus Tract 114, Kings County, New YorkCensus Tract 218, Kings County, New YorkCensus Tract 222, Kings County, New York",216,282,121400,28165,3662,24690,3927,21162,3846,292,187,0,71,2966,1552,0,71,59,144,211,346,32,115,179,302,3475,2051,1417,1268,150,260,0,71,0,71,0,71,1740,1317,168,286,159,283,9,74,11815,10111,91,0,713,0,812,88,9589,1433
312.0,22546,2615,9208,1783,133,169,0,71,12286,2556,0,71,644,630,275,318,9,75,266,319,"Census Tract 216, Kings County, New YorkCensus Tract 214, Kings County, New YorkCensus Tract 212, Kings County, New YorkCensus Tract 120, Kings County, New YorkCensus Tract 116, Kings County, New YorkCensus Tract 210, Kings County, New York",216,282,108800,22546,2615,20761,2846,8204,1855,93,147,0,71,12286,2556,0,71,12,67,166,244,0,71,166,244,1785,1281,1004,881,40,97,0,71,0,71,0,71,632,627,109,195,9,75,100,191,7005,3265,40,0,3571,0,79,50,2908,464
313.0,20743,2218,8969,1628,91,141,47,121,9837,2148,5,63,1667,1262,127,162,57,124,70,117,"Census Tract 298, Kings County, New YorkCensus Tract 302, Kings County, New YorkCensus Tract 402, Kings County, New YorkCensus Tract 300, Kings County, New YorkCensus Tract 404, Kings County, New YorkCensus Tract 406, Kings County, New York",216,282,211200,20743,2218,18160,2169,8114,1531,36,92,0,66,9809,2153,0,66,131,244,70,117,0,66,70,117,2583,1391,855,694,55,121,47,121,28,81,5,63,1536,1227,57,124,57,124,0,66,3012,1171,1,0,1356,5,443,36,960,617
314.0,19633,2161,11611,1831,105,176,17,73,5865,1696,0,60,1744,1286,291,255,18,83,273,232,"Census Tract 288, Kings County, New YorkCensus Tract 270, Kings County, New YorkCensus Tract 298, Kings County, New YorkCensus Tract 296, Kings County, New YorkCensus Tract 290, Kings County, New York",180,235,144200,19633,2161,17351,2061,11033,1747,105,176,0,60,5812,1682,0,60,199,334,202,216,0,60,202,216,2282,1499,578,548,0,60,17,73,53,136,0,60,1545,1239,89,152,18,83,71,129,3341,2002,25,0,672,0,642,0,1893,733
315.0,20954,2719,12032,2229,69,100,15,80,7600,1989,0,66,1076,805,162,256,59,130,103,210,"Census Tract 256, Kings County, New YorkCensus Tract 244, Kings County, New YorkCensus Tract 468, Kings County, New YorkCensus Tract 246, Kings County, New YorkCensus Tract 258, Kings County, New YorkCensus Tract 254, Kings County, New York",216,282,172600,20954,2719,18548,2550,10750,1976,60,88,15,80,7554,1985,0,66,66,157,103,210,0,66,103,210,2406,1370,1282,1036,9,69,0,66,46,115,0,66,1010,788,59,130,59,130,0,66,5663,3649,9,0,1432,0,566,7,3448,820
316.0,17364,1784,9161,1522,190,195,36,83,6758,1460,0,60,1095,793,124,145,24,70,100,125,"Census Tract 250, Kings County, New YorkCensus Tract 252, Kings County, New YorkCensus Tract 260, Kings County, New YorkCensus Tract 244, Kings County, New YorkCensus Tract 248, Kings County, New York",180,235,125400,17364,1784,14649,1818,7658,1458,164,166,36,83,6673,1441,0,60,0,60,118,145,18,76,100,125,2715,1179,1503,949,26,82,0,60,85,174,0,60,1095,793,6,54,6,54,0,60,4303,2226,9,21,1638,0,370,39,1901,701
317.0,20553,2267,14943,2143,517,350,0,77,3547,1446,0,77,1137,871,409,370,95,140,314,330,"Census Tract 162, Kings County, New YorkCensus Tract 54, Kings County, New YorkCensus Tract 160, Kings County, New YorkCensus Tract 58, Kings County, New YorkCensus Tract 56.02, Kings County, New YorkCensus Tract 56.01, Kings County, New YorkCensus Tract 152, Kings County, New York",252,329,69803,20553,2267,17473,2184,13101,1986,465,342,0,77,3547,1446,0,77,46,102,314,336,16,92,298,327,3080,1425,1842,1039,52,116,0,77,0,77,0,77,1091,867,95,143,79,132,16,83,3183,2047,69,0,819,0,213,35,1936,344
318.0,19871,2521,14250,2161,522,427,0,66,2870,1142,0,66,1625,1393,604,654,90,148,514,630,"Census Tract 142, Kings County, New YorkCensus Tract 138, Kings County, New YorkCensus Tract 60, Kings County, New YorkCensus Tract 160, Kings County, New YorkCensus Tract 58, Kings County, New YorkCensus Tract 62, Kings County, New York",216,282,62000,19871,2521,16069,2206,12244,1966,476,401,0,66,2870,1142,0,66,69,130,410,512,31,103,379,478,3802,1888,2006,1074,46,102,0,66,0,66,0,66,1556,1390,194,249,59,113,135,238,3798,2214,204,0,1047,0,303,30,2093,457
319.0,23463,2620,10803,1801,246,302,43,140,10377,2310,0,77,1807,1345,187,290,2,72,185,295,"Census Tract 188, Kings County, New YorkCensus Tract 264, Kings County, New YorkCensus Tract 184, Kings County, New YorkCensus Tract 182, Kings County, New YorkCensus Tract 276, Kings County, New YorkCensus Tract 186, Kings County, New YorkCensus Tract 274, Kings County, New York",252,329,155400,23463,2620,19864,2351,9219,1551,208,291,0,77,10363,2309,0,77,0,77,74,133,2,72,72,138,3599,1847,1584,1060,38,102,43,140,14,88,0,77,1807,1345,113,234,0,77,113,234,4023,1308,85,43,2304,0,267,16,888,782
320.0,22245,2204,10585,1750,261,264,73,158,9648,2017,0,76,1559,1011,119,157,8,65,111,162,"Census Tract 250, Kings County, New YorkCensus Tract 188, Kings County, New YorkCensus Tract 252, Kings County, New YorkCensus Tract 264, Kings County, New YorkCensus Tract 190, Kings County, New YorkCensus Tract 262, Kings County, New York",216,282,140600,22245,2204,18378,2106,8456,1541,195,226,21,97,9632,2013,0,76,0,76,74,107,2,71,72,112,3867,1410,2129,1112,66,126,52,137,16,84,0,76,1559,1011,45,120,6,70,39,126,4364,1551,111,64,2260,0,358,20,921,1079
321.0,14592,1703,7826,1224,103,134,0,44,4971,1199,0,44,1581,1289,111,128,18,67,93,105,"Census Tract 288, Kings County, New YorkCensus Tract 284, Kings County, New YorkCensus Tract 290, Kings County, New YorkCensus Tract 278, Kings County, New York",144,188,114000,14592,1703,12773,1453,7528,1172,95,128,0,44,4924,1191,0,44,133,211,93,105,0,44,93,105,1819,1283,298,266,8,46,0,44,47,90,0,44,1448,1250,18,67,18,67,0,44,3245,1460,92,0,1108,0,576,9,1422,598
322.0,25238,3202,11619,2172,266,350,16,81,9470,2200,0,77,3479,2539,388,452,43,128,345,426,"Census Tract 288, Kings County, New YorkCensus Tract 284, Kings County, New YorkCensus Tract 278, Kings County, New YorkCensus Tract 182, Kings County, New YorkCensus Tract 276, Kings County, New YorkCensus Tract 180, Kings County, New YorkCensus Tract 178, Kings County, New York",252,329,166600,25238,3202,20041,2596,10031,1888,185,225,11,84,9418,2191,0,77,133,244,263,311,25,105,238,307,5197,2770,1588,1099,81,198,5,74,52,120,0,77,3346,2500,125,241,18,100,107,218,5780,2136,149,0,2715,0,757,23,1820,1130
323.0,16234,1961,10670,1886,166,176,36,86,4344,950,0,55,976,694,42,86,25,68,17,65,"Census Tract 250, Kings County, New YorkCensus Tract 194, Kings County, New YorkCensus Tract 240, Kings County, New YorkCensus Tract 242, Kings County, New YorkCensus Tract 192, Kings County, New York",180,235,111800,16234,1961,14563,1951,10073,1723,131,145,36,86,4279,949,0,55,2,48,42,86,25,68,17,65,1671,894,597,608,35,85,0,55,65,128,0,55,974,694,0,55,0,55,0,55,4811,3663,86,21,696,0,345,0,3614,415
324.0,21368,2448,12963,2265,215,223,45,100,6529,1359,0,71,1564,1011,52,102,25,84,27,81,"Census Tract 250, Kings County, New YorkCensus Tract 194, Kings County, New YorkCensus Tract 240, Kings County, New YorkCensus Tract 190, Kings County, New YorkCensus Tract 242, Kings County, New YorkCensus Tract 192, Kings County, New York",216,282,130800,21368,2448,18374,2416,11656,2050,180,192,36,102,6448,1354,0,71,2,64,52,102,25,84,27,81,2994,1283,1307,891,35,101,9,69,81,152,0,71,1562,1011,0,71,0,71,0,71,6035,4128,119,21,1229,0,538,0,3808,895
325.0,17903,2059,11328,1734,101,121,110,218,5048,1422,0,66,1156,1066,160,201,51,125,109,151,"Census Tract 400, Kings County, New YorkCensus Tract 386, Kings County, New YorkCensus Tract 396, Kings County, New YorkCensus Tract 410, Kings County, New YorkCensus Tract 398, Kings County, New YorkCensus Tract 388, Kings County, New York",216,282,237800,17903,2059,15549,2009,10203,1641,88,118,87,193,5048,1422,0,66,14,76,109,151,0,66,109,151,2354,1334,1125,800,13,67,23,91,0,66,0,66,1142,1068,51,125,51,125,0,66,3271,1798,21,23,930,0,499,0,1729,600
326.0,14686,1922,11412,1970,128,190,79,180,2350,978,0,66,658,772,59,114,0,66,59,114,"Census Tract 414.02, Kings County, New YorkCensus Tract 424, Kings County, New YorkCensus Tract 410, Kings County, New YorkCensus Tract 412, Kings County, New YorkCensus Tract 422, Kings County, New YorkCensus Tract 414.01, Kings County, New York",216,282,249603,14686,1922,12623,1898,10127,1860,116,185,0,66,2321,966,0,66,0,66,59,114,0,66,59,114,2063,1114,1285,909,12,69,79,180,29,91,0,66,658,772,0,66,0,66,0,66,2336,1905,46,0,274,0,93,18,1715,283
327.0,24647,3047,20528,2706,295,312,76,172,2568,1362,0,82,815,985,365,483,75,143,290,452,"Census Tract 360.01, Kings County, New YorkCensus Tract 364, Kings County, New YorkCensus Tract 610.02, Kings County, New YorkCensus Tract 610.04, Kings County, New YorkCensus Tract 610.03, Kings County, New YorkCensus Tract 362, Kings County, New YorkCensus Tract 360.02, Kings County, New York",252,329,327612,24647,3047,21964,2703,18798,2320,154,209,76,172,2549,1358,0,82,93,216,294,443,46,127,248,399,2683,1702,1730,1194,141,219,0,82,19,100,0,82,722,902,71,134,29,102,42,135,7136,5807,130,0,718,0,387,94,5010,1230
328.0,11006,1306,7628,1208,625,404,5,46,2203,850,0,44,240,278,305,416,72,105,233,343,"Census Tract 606, Kings County, New YorkCensus Tract 590, Kings County, New YorkCensus Tract 588, Kings County, New YorkCensus Tract 608, Kings County, New York",144,188,239200,11006,1306,10073,1315,7137,1181,578,399,5,46,2203,850,0,44,22,61,128,160,48,92,80,97,933,716,491,436,47,70,0,44,0,44,0,44,218,274,177,296,24,59,153,281,2100,1299,153,0,479,0,125,44,1228,218
329.0,18902,2291,11126,2029,178,199,22,81,6314,1878,0,66,827,1036,435,453,21,87,414,446,"Census Tract 556, Kings County, New YorkCensus Tract 580, Kings County, New YorkCensus Tract 558, Kings County, New YorkCensus Tract 586, Kings County, New YorkCensus Tract 582, Kings County, New YorkCensus Tract 578, Kings County, New York",216,282,344000,18902,2291,16742,2212,9925,1832,167,196,0,66,6314,1878,0,66,0,66,336,383,0,66,336,383,2160,1471,1201,967,11,61,22,81,0,66,0,66,827,1036,99,172,21,87,78,140,3391,1952,4,0,986,0,425,24,1745,632
330.0,22726,2515,18302,2513,262,279,17,92,2582,1382,0,77,1324,1259,239,316,8,79,231,311,"Census Tract 544, Kings County, New YorkCensus Tract 420, Kings County, New YorkCensus Tract 542, Kings County, New YorkCensus Tract 558, Kings County, New YorkCensus Tract 552, Kings County, New YorkCensus Tract 554, Kings County, New YorkCensus Tract 550, Kings County, New York",252,329,372000,22726,2515,20454,2462,17317,2459,241,229,17,92,2550,1368,0,77,90,178,239,316,8,79,231,311,2272,1440,985,931,21,127,0,77,32,105,0,77,1234,1185,0,77,0,77,0,77,5433,4162,70,0,681,0,414,106,3985,621
331.0,17464,1947,7976,1382,179,283,70,146,7669,1766,0,66,1381,1114,189,249,71,146,118,180,"Census Tract 400, Kings County, New YorkCensus Tract 410, Kings County, New YorkCensus Tract 402, Kings County, New YorkCensus Tract 398, Kings County, New YorkCensus Tract 406, Kings County, New YorkCensus Tract 408, Kings County, New York",216,282,242400,17464,1947,15147,1835,7188,1280,124,234,0,66,7669,1766,0,66,48,122,118,180,0,66,118,180,2317,1200,788,633,55,113,70,146,0,66,0,66,1333,1109,71,146,71,146,0,66,3307,1377,9,23,1344,0,510,44,1274,668
332.0,25379,2815,14363,2485,316,453,0,88,8941,2181,5,85,1519,1355,235,329,8,89,227,326,"Census Tract 426, Kings County, New YorkCensus Tract 428, Kings County, New YorkCensus Tract 424, Kings County, New YorkCensus Tract 410, Kings County, New YorkCensus Tract 412, Kings County, New YorkCensus Tract 404, Kings County, New YorkCensus Tract 406, Kings County, New YorkCensus Tract 408, Kings County, New York",288,376,331800,25379,2815,22118,2789,12702,2381,248,376,0,88,8899,2179,0,88,34,134,235,329,8,89,227,326,3261,1758,1661,1305,68,163,0,88,42,119,5,85,1485,1348,0,88,0,88,0,88,4154,2179,0,0,1349,5,613,8,2010,787
333.0,15606,1330,15304,1362,100,180,0,49,123,194,0,49,7,39,72,108,12,59,60,102,"Census Tract 350, Kings County, New YorkCensus Tract 356.01, Kings County, New YorkCensus Tract 354, Kings County, New YorkCensus Tract 356.02, Kings County, New York",144,188,141603,15606,1330,15191,1334,14908,1366,100,180,0,49,123,194,0,49,0,49,60,102,0,49,60,102,415,409,396,389,0,49,0,49,0,49,0,49,7,39,12,59,12,59,0,49,2385,2366,1,0,18,0,0,0,2290,76
