,Est: Total,MoE: Total,Est: Total: White alone,MoE: Total: White alone,Est: Total: Black or African American alone,MoE: Total: Black or African American alone,Est: Total: American Indian and Alaska Native alone,MoE: Total: American Indian and Alaska Native alone,Est: Total: Asian alone,MoE: Total: Asian alone,Est: Total: Native Hawaiian and Other Pacific Islander alone,MoE: Total: Native Hawaiian and Other Pacific Islander alone,Est: Total: Some other race alone,MoE: Total: Some other race alone,Est: Total: Two or more races,MoE: Total: Two or more races,Est: Total: Two or more races: Two races including Some other race,MoE: Total: Two or more races: Two races including Some other race,"Est: Total: Two or more races: Two races excluding Some other race, and three or more races","MoE: Total: Two or more races: Two races excluding Some other race, and three or more races",NAME,state,county,tract,Estimate!!Total,Margin of Error!!Total,Estimate!!Total!!Not Hispanic or Latino,Margin of Error!!Total!!Not Hispanic or Latino,Estimate!!Total!!Not Hispanic or Latino!!White alone,Margin of Error!!Total!!Not Hispanic or Latino!!White alone,Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone,Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone,Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!Total!!Not Hispanic or Latino!!Asian alone,Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone,Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Not Hispanic or Latino!!Some other race alone,Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone,Estimate!!Total!!Not Hispanic or Latino!!Two or more races,Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races,Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",Estimate!!Total!!Hispanic or Latino,Margin of Error!!Total!!Hispanic or Latino,Estimate!!Total!!Hispanic or Latino!!White alone,Margin of Error!!Total!!Hispanic or Latino!!White alone,Estimate!!Total!!Hispanic or Latino!!Black or African American alone,Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone,Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone,Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!Total!!Hispanic or Latino!!Asian alone,Margin of Error!!Total!!Hispanic or Latino!!Asian alone,Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Hispanic or Latino!!Some other race alone,Margin of Error!!Total!!Hispanic or Latino!!Some other race alone,Estimate!!Total!!Hispanic or Latino!!Two or more races,Margin of Error!!Total!!Hispanic or Latino!!Two or more races,Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race,Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",Est: Poverty Status Past 12 Months,Est: Poverty Status Past 12 Months (White),Est: Poverty Status Past 12 Months (Black),Est: Poverty Status Past 12 Months (Native American),Est: Poverty Status Past 12 Months (Asian),Est: Poverty Status Past 12 Months (Native Hawiian/Pacific Islander),Est: Poverty Status Past 12 Months (Other),Est: Poverty Status Past 12 Months (Two or more races),Est: Poverty Status Past 12 Months (Non-Hispanic White),Est: Poverty Status Past 12 Months (Hispanic or Latino)
1400000US36005036700,2709,261,392,148,750,151,16,23,5,8,0,11,1503,339,43,32,34,31,9,19,"Census Tract 367, Bronx County, New York",36,005,036700,2709,261,626,114,26,25,586,120,0,11,5,8,0,11,0,11,9,14,9,14,0,11,2083,288,366,146,164,109,16,23,0,11,0,11,1503,339,34,29,25,29,9,19,1236,148,271,16,5,0,787,9,9,970
1400000US36005036800,2186,336,172,180,1829,285,0,11,0,11,0,11,151,123,34,34,27,38,7,14,"Census Tract 368, Bronx County, New York",36,005,036800,2186,336,1806,276,46,40,1753,286,0,11,0,11,0,11,0,11,7,14,0,11,7,14,380,214,126,173,76,71,0,11,0,11,0,11,151,123,27,38,27,38,0,11,405,13,291,0,0,0,101,0,13,109
1400000US36005036901,2276,323,134,58,557,165,0,11,80,110,0,11,1482,339,23,21,18,20,5,7,"Census Tract 369.01, Bronx County, New York",36,005,036901,2276,323,535,167,9,12,432,146,0,11,80,110,0,11,14,23,0,11,0,11,0,11,1741,371,125,57,125,132,0,11,0,11,0,11,1468,339,23,21,18,20,5,7,1210,97,328,0,0,0,775,10,4,910
1400000US36005036902,2236,241,178,100,992,190,35,42,0,11,0,11,984,230,47,30,28,24,19,18,"Census Tract 369.02, Bronx County, New York",36,005,036902,2236,241,887,176,17,24,870,177,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1349,236,161,95,122,80,35,42,0,11,0,11,984,230,47,30,28,24,19,18,1012,75,461,9,0,0,440,27,17,560
1400000US36005037000,2463,259,184,76,1652,256,0,11,4,6,0,11,603,201,20,20,5,8,15,15,"Census Tract 370, Bronx County, New York",36,005,037000,2463,259,1747,244,76,50,1652,256,0,11,4,6,0,11,0,11,15,15,0,11,15,15,716,192,108,64,0,11,0,11,0,11,0,11,603,201,5,8,5,8,0,11,313,59,147,0,0,0,107,0,54,112
1400000US36005037100,3908,500,706,253,1815,496,0,11,1,3,0,11,1286,388,100,71,45,56,55,42,"Census Tract 371, Bronx County, New York",36,005,037100,3908,500,1727,471,92,80,1591,481,0,11,1,3,0,11,30,47,13,15,0,11,13,15,2181,349,614,238,224,179,0,11,0,11,0,11,1256,379,87,69,45,56,42,39,1407,323,490,0,0,0,546,48,18,873
1400000US36005037200,2052,238,114,58,1264,259,0,11,74,72,0,11,407,161,193,128,108,106,85,75,"Census Tract 372, Bronx County, New York",36,005,037200,2052,238,1517,273,36,26,1242,262,0,11,74,72,0,11,52,47,113,108,82,103,31,37,535,182,78,55,22,23,0,11,0,11,0,11,355,164,80,75,26,30,54,69,390,12,200,0,5,0,143,30,12,182
1400000US36005037300,5463,494,790,276,1896,491,40,62,60,89,0,16,2218,562,459,329,211,137,248,315,"Census Tract 373, Bronx County, New York",36,005,037300,5463,494,1998,483,113,69,1765,463,0,16,60,89,0,16,22,27,38,51,38,51,0,16,3465,597,677,263,131,130,40,62,0,16,0,16,2196,561,421,319,173,108,248,315,2034,257,527,0,2,0,876,372,32,1455
1400000US36005037400,3713,609,658,404,2076,336,30,47,143,130,0,11,697,337,109,70,95,69,14,21,"Census Tract 374, Bronx County, New York",36,005,037400,3713,609,2146,325,39,34,1890,315,0,11,143,130,0,11,34,57,40,35,26,28,14,21,1567,510,619,398,186,112,30,47,0,11,0,11,663,338,69,62,69,62,0,11,1464,447,326,30,94,0,485,82,26,1083
1400000US36005037504,3690,393,715,302,1242,238,0,11,79,109,0,11,1538,407,116,72,28,34,88,57,"Census Tract 375.04, Bronx County, New York",36,005,037504,3690,393,1481,310,258,214,1144,225,0,11,79,109,0,11,0,11,0,11,0,11,0,11,2209,428,457,236,98,88,0,11,0,11,0,11,1538,407,116,72,28,34,88,57,1787,324,667,0,73,0,658,65,0,1137
1400000US36005037600,2440,340,244,122,1063,234,139,209,138,102,0,11,856,250,0,11,0,11,0,11,"Census Tract 376, Bronx County, New York",36,005,037600,2440,340,1388,322,87,49,1024,233,139,209,138,102,0,11,0,11,0,11,0,11,0,11,1052,253,157,125,39,34,0,11,0,11,0,11,856,250,0,11,0,11,0,11,269,0,83,0,11,0,175,0,0,175
1400000US36005037800,3233,381,418,277,1953,344,0,11,16,24,0,11,630,294,216,193,216,193,0,11,"Census Tract 378, Bronx County, New York",36,005,037800,3233,381,2059,372,157,175,1886,347,0,11,16,24,0,11,0,11,0,11,0,11,0,11,1174,332,261,196,67,59,0,11,0,11,0,11,630,294,216,193,216,193,0,11,811,109,220,0,0,0,327,155,107,522
1400000US36005037900,5287,489,579,232,2595,427,0,16,23,38,0,16,1986,475,104,96,42,51,62,86,"Census Tract 379, Bronx County, New York",36,005,037900,5287,489,2553,380,51,69,2344,409,0,16,23,38,0,16,79,72,56,86,0,16,56,86,2734,472,528,223,251,145,0,16,0,16,0,16,1907,478,48,51,42,51,6,10,2233,194,932,0,0,0,1045,62,51,1269
1400000US36005038000,4755,446,258,127,3777,467,1,2,113,118,0,11,459,279,147,139,9,14,138,138,"Census Tract 380, Bronx County, New York",36,005,038000,4755,446,3795,460,87,63,3492,460,1,2,113,118,0,11,36,54,66,52,9,14,57,50,960,296,171,113,285,157,0,11,0,11,0,11,423,260,81,106,0,11,81,106,1816,93,1300,0,73,0,258,92,17,509
1400000US36005038100,6534,745,865,309,1935,508,0,16,116,132,0,16,3470,847,148,130,70,113,78,63,"Census Tract 381, Bronx County, New York",36,005,038100,6534,745,1721,477,52,35,1474,472,0,16,116,132,0,16,0,16,79,114,70,113,9,15,4813,798,813,306,461,292,0,16,0,16,0,16,3470,847,69,63,0,16,69,63,2217,326,469,0,0,0,1394,28,44,1894
1400000US36005038200,2666,301,208,98,2000,292,0,11,36,45,0,11,416,175,6,9,0,11,6,9,"Census Tract 382, Bronx County, New York",36,005,038200,2666,301,2072,302,76,64,1954,291,0,11,36,45,0,11,0,11,6,9,0,11,6,9,594,170,132,73,46,36,0,11,0,11,0,11,416,175,0,11,0,11,0,11,589,160,279,0,0,0,150,0,50,273
1400000US36005038301,4356,472,372,199,1152,365,8,12,0,11,40,64,2621,545,163,98,115,80,48,58,"Census Tract 383.01, Bronx County, New York",36,005,038301,4356,472,1158,341,78,114,1010,328,0,11,0,11,0,11,22,34,48,58,0,11,48,58,3198,479,294,183,142,132,8,12,0,11,40,64,2599,547,115,80,115,80,0,11,1701,155,198,8,0,0,1274,66,3,1480
1400000US36005038302,5941,497,251,136,2868,406,11,20,0,16,0,16,2570,415,241,156,160,130,81,68,"Census Tract 383.02, Bronx County, New York",36,005,038302,5941,497,2610,320,17,21,2539,319,0,16,0,16,0,16,0,16,54,58,0,16,54,58,3331,380,234,134,329,187,11,20,0,16,0,16,2570,415,187,142,160,130,27,31,2904,167,1372,11,0,0,1294,60,7,1618
1400000US36005038500,5025,505,396,182,1545,446,86,141,0,16,0,16,2937,552,61,62,21,24,40,55,"Census Tract 385, Bronx County, New York",36,005,038500,5025,505,1580,441,41,54,1403,437,86,141,0,16,0,16,17,27,33,54,0,16,33,54,3445,557,355,178,142,121,0,16,0,16,0,16,2920,554,28,26,21,24,7,11,2710,235,935,0,0,0,1494,46,8,1777
1400000US36005038600,7477,849,256,251,6037,914,0,16,288,372,73,123,758,435,65,76,65,76,0,16,"Census Tract 386, Bronx County, New York",36,005,038600,7477,849,6408,878,256,251,5791,860,0,16,288,372,73,123,0,16,0,16,0,16,0,16,1069,397,0,16,246,186,0,16,0,16,0,16,758,435,65,76,65,76,0,16,997,62,678,0,0,0,210,47,62,342
1400000US36005038700,3297,397,1126,368,748,251,0,11,62,48,0,11,1159,313,202,243,14,20,188,244,"Census Tract 387, Bronx County, New York",36,005,038700,3297,397,1407,309,659,299,629,221,0,11,62,48,0,11,21,24,36,41,0,11,36,41,1890,367,467,224,119,93,0,11,0,11,0,11,1138,314,166,239,14,20,152,239,1592,591,242,0,19,0,704,36,323,1070
1400000US36005038800,2471,277,18,17,1969,309,0,11,0,11,1,3,425,200,58,46,42,39,16,24,"Census Tract 388, Bronx County, New York",36,005,038800,2471,277,1931,320,5,8,1910,312,0,11,0,11,0,11,0,11,16,24,0,11,16,24,540,214,13,16,59,54,0,11,0,11,1,3,425,200,42,39,42,39,0,11,506,7,436,0,0,1,33,29,2,82
1400000US36005038900,5908,569,1683,360,697,220,74,116,80,56,0,16,3202,552,172,109,106,98,66,44,"Census Tract 389, Bronx County, New York",36,005,038900,5908,569,2159,356,1360,326,605,189,74,116,80,56,0,16,0,16,40,38,0,16,40,38,3749,524,323,179,92,109,0,16,0,16,0,16,3202,552,132,107,106,98,26,42,2772,749,322,74,21,0,1483,123,683,1654
1400000US36005039000,3191,485,130,144,2529,529,0,11,58,71,0,11,331,263,143,125,110,115,33,51,"Census Tract 390, Bronx County, New York",36,005,039000,3191,485,2579,506,52,46,2386,514,0,11,58,71,0,11,50,83,33,51,0,11,33,51,612,272,78,127,143,175,0,11,0,11,0,11,281,248,110,115,110,115,0,11,1193,9,920,0,0,0,164,100,0,273
1400000US36005039100,6808,749,2041,655,727,295,0,16,83,134,0,16,3659,902,298,275,157,252,141,113,"Census Tract 391, Bronx County, New York",36,005,039100,6808,749,1827,452,1058,327,575,244,0,16,83,134,0,16,16,26,95,104,0,16,95,104,4981,870,983,570,152,165,0,16,0,16,0,16,3643,898,203,258,157,252,46,56,2820,684,303,0,0,0,1833,0,254,2283
1400000US36005039200,1750,224,186,99,1310,231,0,11,0,11,0,11,206,126,48,38,23,27,25,26,"Census Tract 392, Bronx County, New York",36,005,039200,1750,224,1393,246,46,45,1285,238,0,11,0,11,0,11,37,62,25,26,0,11,25,26,357,133,140,94,25,24,0,11,0,11,0,11,169,110,23,27,23,27,0,11,496,79,388,0,0,0,10,19,19,70
1400000US36005039300,8433,858,869,245,2205,528,0,16,0,16,0,16,5207,920,152,147,70,99,82,95,"Census Tract 393, Bronx County, New York",36,005,039300,8433,858,2462,459,427,136,1925,504,0,16,0,16,0,16,43,67,67,94,0,16,67,94,5971,885,442,216,280,172,0,16,0,16,0,16,5164,912,85,103,70,99,15,23,3641,307,961,0,0,0,2311,62,117,2619
1400000US36005039400,4961,460,538,209,3349,452,0,11,77,97,0,11,741,303,256,237,10,16,246,236,"Census Tract 394, Bronx County, New York",36,005,039400,4961,460,3449,440,140,58,3193,449,0,11,77,97,0,11,39,51,0,11,0,11,0,11,1512,295,398,191,156,161,0,11,0,11,0,11,702,294,256,237,10,16,246,236,1491,205,947,0,7,0,322,10,14,584
1400000US36005039500,3980,452,308,171,1590,373,38,48,0,11,27,42,1989,375,28,31,20,28,8,12,"Census Tract 395, Bronx County, New York",36,005,039500,3980,452,1309,262,42,43,1229,274,38,48,0,11,0,11,0,11,0,11,0,11,0,11,2671,397,266,164,361,245,0,11,0,11,27,42,1989,375,28,31,20,28,8,12,1349,91,485,0,0,0,759,14,23,877
1400000US36005039600,4287,503,130,87,3500,524,2,5,7,12,0,11,504,266,144,126,85,117,59,56,"Census Tract 396, Bronx County, New York",36,005,039600,4287,503,3573,495,43,50,3344,523,2,5,7,12,0,11,96,110,81,84,48,76,33,37,714,297,87,80,156,136,0,11,0,11,0,11,408,237,63,72,37,60,26,42,1189,39,779,2,0,0,310,59,0,399
1400000US36005039700,4106,371,2687,306,337,150,23,33,233,77,0,11,705,191,121,83,76,77,45,40,"Census Tract 397, Bronx County, New York",36,005,039700,4106,371,3076,320,2405,287,278,125,0,11,233,77,0,11,66,90,94,79,49,74,45,40,1030,194,282,97,59,79,23,33,0,11,0,11,639,177,27,28,27,28,0,11,731,270,77,0,72,0,299,13,221,309
1400000US36005039800,2769,365,147,229,2462,326,0,11,46,40,0,11,114,144,0,11,0,11,0,11,"Census Tract 398, Bronx County, New York",36,005,039800,2769,365,2619,381,147,229,2426,333,0,11,46,40,0,11,0,11,0,11,0,11,0,11,150,144,0,11,36,36,0,11,0,11,0,11,114,144,0,11,0,11,0,11,414,0,414,0,0,0,0,0,0,0
1400000US36005039901,5168,462,404,154,954,276,90,96,362,192,0,16,3123,466,235,169,193,157,42,51,"Census Tract 399.01, Bronx County, New York",36,005,039901,5168,462,1463,378,77,47,892,276,0,16,339,191,0,16,113,121,42,51,0,16,42,51,3705,417,327,151,62,58,90,96,23,36,0,16,3010,456,193,157,193,157,0,16,2450,174,452,54,66,0,1576,128,28,1872
1400000US36005039902,5156,549,872,462,1297,315,40,48,106,113,0,16,2400,547,441,355,101,89,340,353,"Census Tract 399.02, Bronx County, New York",36,005,039902,5156,549,1809,386,537,420,1143,305,32,46,53,82,0,16,0,16,44,64,0,16,44,64,3347,540,335,178,154,133,8,12,53,84,0,16,2400,547,397,346,101,89,296,344,2133,165,731,40,69,0,1028,100,31,1417
1400000US36005040100,5088,619,718,269,768,168,0,16,127,110,0,16,3227,627,248,154,216,152,32,37,"Census Tract 401, Bronx County, New York",36,005,040100,5088,619,957,178,179,122,651,113,0,16,127,110,0,16,0,16,0,16,0,16,0,16,4131,609,539,234,117,127,0,16,0,16,0,16,3227,627,248,154,216,152,32,37,2144,352,210,0,11,0,1493,78,98,1930
1400000US36005040302,4151,418,565,339,731,247,103,108,205,137,20,32,2307,473,220,208,12,13,208,207,"Census Tract 403.02, Bronx County, New York",36,005,040302,4151,418,957,248,38,36,553,233,32,49,205,137,20,32,40,58,69,57,5,8,64,57,3194,459,527,335,178,122,71,90,0,11,0,11,2267,467,151,174,7,11,144,174,1444,118,194,0,106,0,895,131,0,1134
1400000US36005040303,4726,478,842,350,1027,244,35,43,251,115,0,11,2321,462,250,132,121,98,129,103,"Census Tract 403.03, Bronx County, New York",36,005,040303,4726,478,1367,281,244,172,817,218,0,11,230,110,0,11,11,20,65,71,0,11,65,71,3359,481,598,327,210,102,35,43,21,32,0,11,2310,462,185,114,121,98,64,73,1629,300,298,0,109,0,828,94,63,1246
1400000US36005040304,4229,478,482,252,334,213,8,13,266,117,0,11,3072,615,67,78,62,78,5,9,"Census Tract 403.04, Bronx County, New York",36,005,040304,4229,478,668,227,160,114,223,192,0,11,266,117,0,11,14,24,5,9,0,11,5,9,3561,571,322,219,111,113,8,13,0,11,0,11,3058,622,62,78,62,78,0,11,1455,166,97,0,18,0,1142,32,75,1328
1400000US36005040400,2818,329,95,111,2365,367,0,11,0,11,17,25,324,154,17,25,17,25,0,11,"Census Tract 404, Bronx County, New York",36,005,040400,2818,329,2462,346,59,79,2346,370,0,11,0,11,17,25,40,40,0,11,0,11,0,11,356,148,36,59,19,28,0,11,0,11,0,11,284,139,17,25,17,25,0,11,390,0,342,0,0,0,48,0,0,48
1400000US36005040501,4416,620,460,200,1066,509,0,11,285,184,0,11,2494,549,111,70,74,61,37,34,"Census Tract 405.01, Bronx County, New York",36,005,040501,4416,620,1489,502,186,131,1011,501,0,11,253,176,0,11,11,18,28,32,0,11,28,32,2927,537,274,148,55,62,0,11,32,53,0,11,2483,551,83,62,74,61,9,13,1168,139,98,0,82,0,818,31,20,944
1400000US36005040502,5937,646,600,465,1701,394,0,16,249,240,0,16,3341,629,46,67,0,16,46,67,"Census Tract 405.02, Bronx County, New York",36,005,040502,5937,646,1794,344,38,40,1401,244,0,16,249,240,0,16,60,70,46,67,0,16,46,67,4143,716,562,455,300,287,0,16,0,16,0,16,3281,638,0,16,0,16,0,16,2204,441,264,0,0,0,1499,0,38,1945
1400000US36005040600,3635,555,295,280,2720,422,0,11,61,60,0,11,430,359,129,135,55,57,74,77,"Census Tract 406, Bronx County, New York",36,005,040600,3635,555,2891,433,18,23,2683,425,0,11,61,60,0,11,0,11,129,135,55,57,74,77,744,435,277,280,37,59,0,11,0,11,0,11,430,359,0,11,0,11,0,11,968,250,564,0,2,0,152,0,13,389
1400000US36005040701,3193,330,473,174,724,196,31,36,38,42,0,11,1846,340,81,87,71,85,10,16,"Census Tract 407.01, Bronx County, New York",36,005,040701,3193,330,892,234,135,77,612,201,0,11,38,42,0,11,97,152,10,16,0,11,10,16,2301,298,338,155,112,123,31,36,0,11,0,11,1749,325,71,85,71,85,0,11,1159,176,173,0,38,0,748,24,54,884
1400000US36005040702,7800,919,2141,889,1352,420,16,26,376,296,0,16,3550,837,365,224,212,155,153,160,"Census Tract 407.02, Bronx County, New York",36,005,040702,7800,919,3068,986,1530,915,1027,393,0,16,358,294,0,16,39,45,114,113,49,76,65,83,4732,780,611,267,325,170,16,26,18,29,0,16,3511,837,251,175,163,128,88,118,2387,428,365,0,206,0,1322,66,99,1764
1400000US36005040800,4557,447,559,317,2713,305,67,94,131,118,0,11,962,334,125,75,35,42,90,64,"Census Tract 408, Bronx County, New York",36,005,040800,4557,447,3025,419,371,301,2398,323,0,11,131,118,0,11,83,83,42,39,0,11,42,39,1532,297,188,116,315,202,67,94,0,11,0,11,879,334,83,58,35,42,48,44,1182,93,694,0,90,0,269,36,29,405
1400000US36005040900,3048,338,602,160,2096,317,19,29,67,63,0,11,158,55,106,90,0,11,106,90,"Census Tract 409, Bronx County, New York",36,005,040900,3048,338,2523,340,363,117,2030,324,0,11,67,63,0,11,7,11,56,58,0,11,56,58,525,216,239,189,66,64,19,29,0,11,0,11,151,58,50,70,0,11,50,70,520,112,335,19,0,0,31,23,62,123
1400000US36005041100,2907,374,679,283,747,246,0,11,135,80,0,11,1248,417,98,93,98,93,0,11,"Census Tract 411, Bronx County, New York",36,005,041100,2907,374,1062,272,351,233,576,227,0,11,135,80,0,11,0,11,0,11,0,11,0,11,1845,361,328,229,171,125,0,11,0,11,0,11,1248,417,98,93,98,93,0,11,623,114,97,0,15,0,366,31,48,508
1400000US36005041300,7561,652,1620,506,739,196,102,132,537,229,0,16,4127,642,436,218,172,119,264,172,"Census Tract 413, Bronx County, New York",36,005,041300,7561,652,2334,532,962,484,588,169,0,16,537,229,0,16,0,16,247,166,63,76,184,133,5227,672,658,300,151,93,102,132,0,16,0,16,4127,642,189,139,109,100,80,99,1632,234,99,0,138,0,1144,17,145,1301
1400000US36005041400,4714,518,645,231,2876,421,0,11,211,128,0,11,888,399,94,90,26,36,68,90,"Census Tract 414, Bronx County, New York",36,005,041400,4714,518,3599,432,469,196,2781,416,0,11,211,128,0,11,101,107,37,60,0,11,37,60,1115,404,176,103,95,62,0,11,0,11,0,11,787,386,57,59,26,36,31,58,599,42,419,0,9,0,129,0,15,202
1400000US36005041500,5874,623,986,247,1041,210,0,16,156,157,0,16,3094,651,597,366,412,353,185,134,"Census Tract 415, Bronx County, New York",36,005,041500,5874,623,1871,435,580,157,863,181,0,16,156,157,0,16,77,92,195,324,175,323,20,32,4003,628,406,201,178,142,0,16,0,16,0,16,3017,663,402,176,237,137,165,132,1250,143,76,0,0,0,827,204,110,1078
1400000US36005041800,4276,505,469,322,2510,447,10,16,260,127,0,11,925,350,102,86,65,72,37,45,"Census Tract 418, Bronx County, New York",36,005,041800,4276,505,2685,341,133,86,2140,362,0,11,260,127,0,11,99,119,53,68,35,58,18,31,1591,522,336,311,370,339,10,16,0,11,0,11,826,336,49,56,30,47,19,31,1495,299,738,0,0,0,458,0,37,979
1400000US36005041900,6951,635,2300,676,1166,389,0,16,982,491,0,16,2337,706,166,146,108,133,58,60,"Census Tract 419, Bronx County, New York",36,005,041900,6951,635,3304,770,1522,654,785,270,0,16,982,491,0,16,0,16,15,45,0,16,15,45,3647,715,778,349,381,291,0,16,0,16,0,16,2337,706,151,136,108,133,43,39,1430,318,131,0,230,0,751,0,99,970
1400000US36005042000,3516,444,375,120,1946,352,49,72,147,90,11,18,874,326,114,107,0,11,114,107,"Census Tract 420, Bronx County, New York",36,005,042000,3516,444,2221,368,122,81,1877,365,0,11,147,90,11,18,37,59,27,40,0,11,27,40,1295,324,253,85,69,57,49,72,0,11,0,11,837,330,87,92,0,11,87,92,852,66,411,0,18,0,324,33,17,464
1400000US36005042100,5654,572,1517,422,922,232,36,56,651,139,0,16,2184,658,344,249,80,56,264,248,"Census Tract 421, Bronx County, New York",36,005,042100,5654,572,2032,318,460,201,723,170,0,16,651,139,0,16,0,16,198,233,19,25,179,232,3622,627,1057,366,199,179,36,56,0,16,0,16,2184,658,146,92,61,50,85,73,1696,272,223,36,90,0,1070,5,29,1430
1400000US36005042200,3563,630,268,270,3003,559,12,19,0,11,0,11,160,138,120,122,44,51,76,111,"Census Tract 422, Bronx County, New York",36,005,042200,3563,630,3074,577,62,52,2887,538,0,11,0,11,0,11,49,61,76,111,0,11,76,111,489,278,206,261,116,107,12,19,0,11,0,11,111,149,44,51,44,51,0,11,417,16,224,12,0,0,160,5,16,133
1400000US36005042300,4485,415,1073,287,773,249,17,29,544,170,0,11,1764,477,314,192,93,71,221,166,"Census Tract 423, Bronx County, New York",36,005,042300,4485,415,1726,262,647,205,461,150,0,11,544,170,0,11,39,60,35,51,0,11,35,51,2759,425,426,218,312,209,17,29,0,11,0,11,1725,484,279,186,93,71,186,163,1639,285,258,0,210,0,625,261,159,1169
1400000US36005042400,2686,309,254,141,2226,266,0,11,33,24,0,11,173,163,0,11,0,11,0,11,"Census Tract 424, Bronx County, New York",36,005,042400,2686,309,2357,279,103,60,2226,266,0,11,28,21,0,11,0,11,0,11,0,11,0,11,329,193,151,124,0,11,0,11,5,8,0,11,173,163,0,11,0,11,0,11,350,16,232,0,18,0,84,0,0,100
1400000US36005042500,6134,655,966,360,839,425,150,214,455,222,0,16,3445,846,279,177,131,129,148,134,"Census Tract 425, Bronx County, New York",36,005,042500,6134,655,1953,437,616,323,825,422,0,16,455,222,0,16,0,16,57,71,0,16,57,71,4181,792,350,226,14,23,150,214,0,16,0,16,3445,846,222,164,131,129,91,117,2154,259,41,20,258,0,1491,85,67,1752
1400000US36005042600,6694,713,317,176,5768,696,0,16,259,257,0,16,328,365,22,34,0,16,22,34,"Census Tract 426, Bronx County, New York",36,005,042600,6694,713,6178,741,303,174,5594,694,0,16,259,257,0,16,0,16,22,34,0,16,22,34,516,411,14,23,174,166,0,16,0,16,0,16,328,365,0,16,0,16,0,16,1110,0,914,0,0,0,196,0,0,196
1400000US36005042800,2025,180,232,119,1610,205,0,11,12,19,0,11,130,111,41,40,0,11,41,40,"Census Tract 428, Bronx County, New York",36,005,042800,2025,180,1718,192,87,64,1578,205,0,11,12,19,0,11,0,11,41,40,0,11,41,40,307,92,145,93,32,28,0,11,0,11,0,11,130,111,0,11,0,11,0,11,189,4,152,0,0,0,33,0,4,33
1400000US36005042901,4055,470,1099,462,684,218,0,11,809,289,0,11,1363,334,100,69,31,32,69,57,"Census Tract 429.01, Bronx County, New York",36,005,042901,4055,470,1996,410,593,358,551,208,0,11,809,289,0,11,19,30,24,29,7,11,17,19,2059,330,506,268,133,110,0,11,0,11,0,11,1344,335,76,57,24,30,52,47,1253,210,92,0,487,0,464,0,62,622
1400000US36005042902,4621,471,777,243,1219,349,60,48,170,141,0,11,2159,523,236,165,28,42,208,156,"Census Tract 429.02, Bronx County, New York",36,005,042902,4621,471,1517,319,296,141,945,240,32,37,170,141,0,11,0,11,74,84,0,11,74,84,3104,533,481,220,274,204,28,30,0,11,0,11,2159,523,162,143,28,42,134,134,1560,179,436,20,0,0,862,63,31,1196
1400000US36005043000,3321,343,176,147,2538,401,29,44,59,72,0,11,361,218,158,158,57,72,101,125,"Census Tract 430, Bronx County, New York",36,005,043000,3321,343,2782,409,73,79,2454,427,29,44,59,72,0,11,90,86,77,91,0,11,77,91,539,237,103,117,84,104,0,11,0,11,0,11,271,180,81,88,57,72,24,35,241,13,159,0,0,0,69,0,0,51
1400000US36005043100,10325,943,1434,415,2460,535,47,61,1184,312,0,18,4761,986,439,214,291,202,148,100,"Census Tract 431, Bronx County, New York",36,005,043100,10325,943,4412,737,444,161,2213,579,0,18,1184,312,0,18,497,660,74,85,48,77,26,33,5913,755,990,334,247,219,47,61,0,18,0,18,4264,801,365,196,243,183,122,103,2974,408,882,0,395,0,1119,170,40,1830
